split,file_name,packet_index,true_label,rssi_rank,lda_rank,fusion_rank,rssi_top5,lda_top5,fusion_top5,union_candidates,union_length,true_in_fusion_top5,true_in_union
formal_test,2_1_25_11_2_16.bin,16,1_25,3,1,1,0_39;1_26;1_25;1_20;1_19,1_25;1_26;1_24;1_23;1_27,1_25;1_26;1_24;1_23;0_38,1_25;1_26;1_24;1_23;1_27;0_39;1_20;1_19,8,1,1
formal_test,2_1_26_11_2_16.bin,3,1_26,2,1,1,1_25;1_26;1_24;0_38;1_23,1_26;1_25;1_24;1_27;0_36,1_26;1_25;1_24;1_27;0_36,1_26;1_25;1_24;1_27;0_36;0_38;1_23,7,1,1
formal_test,2_1_26_11_2_16.bin,12,1_26,2,1,1,1_25;1_26;0_39;1_23;0_35,1_26;1_25;1_24;1_27;0_36,1_26;1_25;1_24;0_37;1_23,1_26;1_25;1_24;1_27;0_36;0_39;1_23;0_35,8,1,1
formal_test,2_1_26_11_2_16.bin,13,1_26,2,1,1,1_25;1_26;0_39;0_38;1_28,1_26;1_25;1_27;1_24;0_36,1_26;1_25;1_24;1_23;0_37,1_26;1_25;1_27;1_24;0_36;0_39;0_38;1_28,8,1,1
formal_test,2_1_26_11_2_16.bin,17,1_26,1,1,1,1_26;0_39;1_25;1_23;0_38,1_26;1_25;1_24;0_36;1_27,1_26;1_25;1_24;1_23;0_35,1_26;1_25;1_24;0_36;1_27;0_39;1_23;0_38,8,1,1
formal_test,2_1_27_11_2_16.bin,1,1_27,2,1,1,0_36;1_27;0_37;1_26;0_34,1_27;0_36;1_26;0_37;0_35,1_27;0_36;1_26;0_37;0_35,1_27;0_36;1_26;0_37;0_35;0_34,6,1,1
formal_test,2_1_27_11_2_16.bin,5,1_27,2,1,1,0_36;1_27;0_37;1_26;1_29,1_27;0_36;1_26;0_35;0_37,1_27;0_36;1_26;0_35;0_37,1_27;0_36;1_26;0_35;0_37;1_29,6,1,1
formal_test,2_1_27_11_2_16.bin,10,1_27,1,1,1,1_27;0_36;1_26;0_37;1_29,1_27;0_36;1_26;0_35;1_25,1_27;0_36;1_26;0_35;0_37,1_27;0_36;1_26;0_35;1_25;0_37;1_29,7,1,1
formal_test,2_1_27_11_2_16.bin,11,1_27,2,1,1,0_36;1_27;1_26;0_37;1_29,1_27;0_36;1_26;0_35;1_25,1_27;0_36;1_26;0_35;0_37,1_27;0_36;1_26;0_35;1_25;0_37;1_29,7,1,1
formal_test,2_1_28_11_2_16.bin,5,1_28,1,2,1,1_28;0_35;1_29;1_27;0_36,1_29;1_28;1_27;1_26;1_25,1_28;1_29;1_27;0_35;1_26,1_29;1_28;1_27;1_26;1_25;0_35;0_36,7,1,1
formal_test,2_1_28_11_2_16.bin,10,1_28,6,1,2,1_31;0_35;1_18;2_15;0_42,1_28;1_29;0_35;1_27;1_26,0_35;1_28;1_31;1_18;1_26,1_28;1_29;0_35;1_27;1_26;1_31;1_18;2_15;0_42,9,1,1
formal_test,2_1_28_11_2_16.bin,14,1_28,1,1,1,1_28;0_35;0_36;1_27;1_26,1_28;1_29;1_27;1_26;1_25,1_28;1_29;1_27;1_26;0_35,1_28;1_29;1_27;1_26;1_25;0_35;0_36,7,1,1
formal_test,2_1_28_11_2_16.bin,18,1_28,3,1,1,0_35;1_29;1_28;1_26;0_37,1_28;1_29;1_27;1_26;1_25,1_28;1_29;1_27;1_26;0_35,1_28;1_29;1_27;1_26;1_25;0_35;0_37,7,1,1
formal_test,2_1_29_11_2_16.bin,6,1_29,1,1,1,1_29;0_33;0_35;1_28;1_26,1_29;1_28;0_34;1_27;0_35,1_29;1_28;0_34;0_33;0_35,1_29;1_28;0_34;1_27;0_35;0_33;1_26,7,1,1
formal_test,2_1_29_11_2_16.bin,7,1_29,1,1,1,1_29;0_35;0_34;0_33;1_27,1_29;1_28;0_34;1_27;0_35,1_29;1_28;0_34;1_27;0_35,1_29;1_28;0_34;1_27;0_35;0_33,6,1,1
formal_test,2_1_29_11_2_16.bin,9,1_29,1,1,1,1_29;0_35;0_33;1_28;0_34,1_29;1_28;0_34;1_27;1_30,1_29;1_28;0_34;0_35;0_33,1_29;1_28;0_34;1_27;1_30;0_35;0_33,7,1,1
formal_test,2_1_29_11_2_16.bin,15,1_29,1,1,1,1_29;0_35;0_34;1_27;1_28,1_29;1_28;0_34;1_30;1_27,1_29;1_28;0_35;0_34;1_27,1_29;1_28;0_34;1_30;1_27;0_35,6,1,1
formal_test,2_1_30_11_2_16.bin,1,1_30,1,1,1,1_30;0_34;1_31;0_33;1_29,1_30;0_34;0_33;1_29;0_35,1_30;0_34;0_33;1_31;1_29,1_30;0_34;0_33;1_29;0_35;1_31,6,1,1
formal_test,2_1_30_11_2_16.bin,2,1_30,1,1,1,1_30;0_34;1_31;0_33;1_27,1_30;0_34;0_33;1_29;1_28,1_30;0_34;0_33;1_31;1_27,1_30;0_34;0_33;1_29;1_28;1_31;1_27,7,1,1
formal_test,2_1_30_11_2_16.bin,5,1_30,1,1,1,1_30;0_34;1_31;0_33;1_27,1_30;0_33;0_34;1_29;1_28,1_30;0_34;0_33;1_31;1_29,1_30;0_33;0_34;1_29;1_28;1_31;1_27,7,1,1
formal_test,2_1_30_11_2_16.bin,13,1_30,1,1,1,1_30;1_31;0_34;0_33;1_29,1_30;0_34;0_33;1_29;1_28,1_30;0_34;1_31;0_33;1_29,1_30;0_34;0_33;1_29;1_28;1_31,6,1,1
formal_test,2_1_31_11_2_16.bin,2,1_31,1,1,1,1_31;1_30;0_34;0_33;1_29,1_31;1_30;0_33;1_29;1_28,1_31;1_30;0_34;0_33;1_29,1_31;1_30;0_33;1_29;1_28;0_34,6,1,1
formal_test,2_1_31_11_2_16.bin,3,1_31,1,1,1,1_31;1_30;0_34;0_33;1_29,1_31;1_29;1_30;0_33;1_28,1_31;1_30;0_34;0_33;1_29,1_31;1_29;1_30;0_33;1_28;0_34,6,1,1
formal_test,2_1_31_11_2_16.bin,6,1_31,1,1,1,1_31;1_30;0_34;0_33;1_29,1_31;1_30;1_29;0_33;1_28,1_31;1_30;0_34;0_33;1_29,1_31;1_30;1_29;0_33;1_28;0_34,6,1,1
formal_test,2_1_31_11_2_16.bin,7,1_31,1,1,1,1_31;1_30;0_34;0_33;1_29,1_31;1_30;0_33;1_29;1_28,1_31;1_30;0_34;0_33;1_29,1_31;1_30;0_33;1_29;1_28;0_34,6,1,1
formal_test,2_1_32_11_2_16.bin,4,1_32,1,1,1,1_32;0_33;1_29;0_34;0_35,1_32;0_33;1_31;1_30;1_29,1_32;0_33;1_29;0_34;0_35,1_32;0_33;1_31;1_30;1_29;0_34;0_35,7,1,1
formal_test,2_1_32_11_2_16.bin,5,1_32,1,1,1,1_32;0_33;1_29;0_34;0_35,1_32;1_31;0_33;1_30;1_29,1_32;0_33;1_29;0_34;0_35,1_32;1_31;0_33;1_30;1_29;0_34;0_35,7,1,1
formal_test,2_1_32_11_2_16.bin,9,1_32,1,1,1,1_32;0_33;1_29;0_34;1_28,1_32;1_31;0_33;1_30;1_29,1_32;0_33;1_29;0_34;1_28,1_32;1_31;0_33;1_30;1_29;0_34;1_28,7,1,1
formal_test,2_1_32_11_2_16.bin,17,1_32,1,1,1,1_32;0_33;1_29;0_34;1_28,1_32;0_33;1_30;1_31;0_34,1_32;0_33;1_29;0_34;1_28,1_32;0_33;1_30;1_31;0_34;1_29;1_28,7,1,1
formal_test,2_2_15_11_2_16.bin,3,2_15,1,1,1,2_15;1_16;0_48;1_17;1_18,2_15;0_48;1_16;0_50;0_45,2_15;0_48;1_16;1_17;1_18,2_15;0_48;1_16;0_50;0_45;1_17;1_18,7,1,1
formal_test,2_2_15_11_2_16.bin,10,2_15,1,1,1,2_15;1_16;0_48;1_17;1_18,2_15;0_48;1_16;1_17;0_50,2_15;1_16;0_48;1_17;1_18,2_15;0_48;1_16;1_17;0_50;1_18,6,1,1
formal_test,2_2_15_11_2_16.bin,16,2_15,1,1,1,2_15;1_16;1_17;0_48;1_18,2_15;0_48;1_16;1_17;0_50,2_15;1_16;1_17;0_48;1_18,2_15;0_48;1_16;1_17;0_50;1_18,6,1,1
formal_test,2_2_15_11_2_16.bin,20,2_15,1,1,1,2_15;0_48;1_16;1_17;1_18,2_15;0_48;0_50;1_16;0_45,2_15;0_48;1_16;1_17;1_18,2_15;0_48;0_50;1_16;0_45;1_17;1_18,7,1,1
